seqnames	start	end	width	strand	Protein.product	Protein.name	GenBank.Accn	RefSeq.Accn	CLR	alpha	CLR_window_size	highest_CLR	species
Supercontig_3.10	905526	906308	783	-	XP_012052094.1	sterol-4alpha-carboxylate 3-dehydrogenase (decarboxylating)	CP003829.1	NC_026754.1	3.258368	0.02151905	1055	1.7744576	Neoformans
Supercontig_3.10	911582	912637	1056	+	XP_012052093.1	replication fork protection complex subunit Csm3/Swi3	CP003829.1	NC_026754.1	3.942292	0.04414797	1055	1.7744576	Neoformans
Supercontig_3.10	923185	923443	259	+	XP_012052037.1	DNA topoisomerase III	CP003829.1	NC_026754.1	1.897102	0.05896331	1055	1.7744576	Neoformans
Supercontig_3.10	923603	924240	638	-	XP_012052038.1	3-methyl-2-oxobutanoate hydroxymethyltransferase	CP003829.1	NC_026754.1	1.897102	0.05896331	1055	1.7744576	Neoformans
Supercontig_3.10	932678	933733	1056	-	XP_012052087.1	prolyl endopeptidase, variant	CP003829.1	NC_026754.1	2.644062	0.01241123	1055	1.7744576	Neoformans
Supercontig_3.10	932678	933733	1056	-	XP_012052088.1	prolyl endopeptidase	CP003829.1	NC_026754.1	2.644062	0.01241123	1055	1.7744576	Neoformans
Supercontig_3.10	936899	937951	1053	-	XP_012052085.1	hypothetical protein CNAG_04594	CP003829.1	NC_026754.1	2.826373	0.01527186	1054	1.7744576	Neoformans
Supercontig_3.10	946527	947446	920	+	XP_012052081.1	hypothetical protein CNAG_04589	CP003829.1	NC_026754.1	4.320863	0.00532868	1055	1.7744576	Neoformans
Supercontig_3.10	961158	961194	37	+	XP_012052077.1	LIM-homeobox protein	CP003829.1	NC_026754.1	7.133681	0.01604216	1055	1.7744576	Neoformans
Supercontig_3.10	961158	961194	37	+	XP_012052076.1	LIM-homeobox protein, variant	CP003829.1	NC_026754.1	7.133681	0.01604216	1055	1.7744576	Neoformans
Supercontig_3.10	963400	963794	395	-	XP_012052042.1	hypothetical protein CNAG_04585	CP003829.1	NC_026754.1	2.047638	0.06175	1055	1.7744576	Neoformans
Supercontig_3.10	977009	978036	1028	+	XP_012052071.1	RNA helicase, variant	CP003829.1	NC_026754.1	1.925419	0.3705001	1055	1.7744576	Neoformans
Supercontig_3.10	1019173	1020228	1056	-	XP_012052064.1	beta-flanking protein	CP003829.1	NC_026754.1	3.289354	0.001490515	1055	1.7744576	Neoformans
Supercontig_3.10	1021283	1021405	123	-	XP_012052324.1	transcription initiation factor TFIIA small subunit, variant 2	CP003829.1	NC_026754.1	1.986673	0.003388593	1055	1.7744576	Neoformans
Supercontig_3.10	1021283	1021405	123	-	XP_012052325.1	transcription initiation factor TFIIA small subunit, variant 1	CP003829.1	NC_026754.1	1.986673	0.003388593	1055	1.7744576	Neoformans
Supercontig_3.10	1022193	1022338	146	+	XP_012052063.1	hypothetical protein CNAG_04565	CP003829.1	NC_026754.1	1.986673	0.003388593	1055	1.7744576	Neoformans
Supercontig_3.10	1033823	1033941	119	+	XP_012052053.1	hypothetical protein CNAG_07867	CP003829.1	NC_026754.1	2.066171	0.06402499	1055	1.7744576	Neoformans
Supercontig_3.10	1046465	1046599	135	+	XP_012052059.1	hypothetical protein CNAG_04553	CP003829.1	NC_026754.1	3.669298	0.008857212	1055	1.7744576	Neoformans
Supercontig_3.10	1054504	1055037	534	+	XP_012052057.1	hypothetical protein CNAG_04551	CP003829.1	NC_026754.1	2.142226	0.004045723	1055	1.7744576	Neoformans
Supercontig_3.11	4705	5205	501	-	XP_012052915.1	hypothetical protein CNAG_07022	CP003830.1	NC_026755.1	5.902115	0.00165067	1554	2.0072482	Neoformans
Supercontig_3.11	8183	9286	1104	-	XP_012052939.1	hypothetical protein CNAG_08001	CP003830.1	NC_026755.1	8.03303	0.002387152	1554	2.0072482	Neoformans
Supercontig_3.11	11099	12478	1380	-	XP_012052539.1	sodium/bile acid cotransporter 7-B/bile acid cotransporter 7-B	CP003830.1	NC_026755.1	2.570192	0.06718761	1555	2.0072482	Neoformans
Supercontig_3.11	40128	40456	329	-	XP_012052544.1	NADH dehydrogenase (ubiquinone) flavoprotein 2	CP003830.1	NC_026755.1	2.407865	0.06689615	1555	2.0072482	Neoformans
Supercontig_3.11	91126	91748	623	+	XP_012052554.1	hypothetical protein CNAG_01487	CP003830.1	NC_026755.1	2.620887	0.04416703	1554	2.0072482	Neoformans
Supercontig_3.11	91748	92639	892	+	XP_012052554.1	hypothetical protein CNAG_01487	CP003830.1	NC_026755.1	2.036114	0.00970548	1554	2.0072482	Neoformans
Supercontig_3.11	150813	152367	1555	+	XP_012052572.1	hypothetical protein CNAG_01511	CP003830.1	NC_026755.1	3.854969	0.03821115	1554	2.0072482	Neoformans
Supercontig_3.11	166356	166560	205	+	XP_012052349.1	mitochondrial metalloendopeptidase OMA1	CP003830.1	NC_026755.1	2.246884	0.09242922	1554	2.0072482	Neoformans
Supercontig_3.11	167422	167910	489	+	XP_012052576.1	phosphoglycerate mutase, variant	CP003830.1	NC_026755.1	2.246884	0.09242922	1554	2.0072482	Neoformans
Supercontig_3.11	181900	182761	862	+	XP_012052580.1	hypothetical protein CNAG_01525	CP003830.1	NC_026755.1	2.467286	0.006817709	1555	2.0072482	Neoformans
Supercontig_3.11	190524	191225	702	-	XP_012052582.1	hypothetical protein CNAG_01528	CP003830.1	NC_026755.1	2.360856	0.01587758	1554	2.0072482	Neoformans
Supercontig_3.11	205215	206769	1555	+	XP_012052357.1	phosphatidylinositol phosphate phosphatase	CP003830.1	NC_026755.1	3.12305	0.02078635	1554	2.0072482	Neoformans
Supercontig_3.11	209878	210024	147	+	XP_012052357.1	phosphatidylinositol phosphate phosphatase	CP003830.1	NC_026755.1	4.033146	0.03589402	1554	2.0072482	Neoformans
Supercontig_3.11	216233	217649	1417	-	XP_012052359.1	amino acid permease	CP003830.1	NC_026755.1	2.837015	0.01628621	1554	2.0072482	Neoformans
Supercontig_3.11	217650	218650	1001	-	XP_012052359.1	amino acid permease	CP003830.1	NC_026755.1	2.110055	0.03756638	1555	2.0072482	Neoformans
Supercontig_3.11	230084	231638	1555	-	XP_012052361.1	hypothetical protein CNAG_01538	CP003830.1	NC_026755.1	2.029569	0.009504587	1554	2.0072482	Neoformans
Supercontig_3.11	293812	294715	904	-	XP_012052602.1	histone deacetylase 6/10	CP003830.1	NC_026755.1	2.135382	0.01546798	1554	2.0072482	Neoformans
Supercontig_3.11	295111	295366	256	+	XP_012052603.1	nucleolar protein 12	CP003830.1	NC_026755.1	2.135382	0.01546798	1554	2.0072482	Neoformans
Supercontig_3.11	307801	308840	1040	-	XP_012052606.1	T-complex protein 1 subunit alpha	CP003830.1	NC_026755.1	9.987392	0.003090166	1554	2.0072482	Neoformans
Supercontig_3.11	309103	309355	253	+	XP_012052607.1	hypothetical protein CNAG_01569	CP003830.1	NC_026755.1	9.987392	0.003090166	1554	2.0072482	Neoformans
Supercontig_3.11	309355	310301	947	+	XP_012052607.1	hypothetical protein CNAG_01569	CP003830.1	NC_026755.1	2.186834	0.03611856	1554	2.0072482	Neoformans
Supercontig_3.11	310746	310909	164	-	XP_012052373.1	hypothetical protein CNAG_01570	CP003830.1	NC_026755.1	2.186834	0.03611856	1554	2.0072482	Neoformans
Supercontig_3.11	354431	354692	262	+	XP_012052617.1	hypothetical protein CNAG_01581	CP003830.1	NC_026755.1	2.995525	0.0168228	1554	2.0072482	Neoformans
Supercontig_3.11	354821	355279	459	+	XP_012052618.1	hypothetical protein CNAG_01582	CP003830.1	NC_026755.1	2.995525	0.0168228	1554	2.0072482	Neoformans
Supercontig_3.11	355697	355985	289	-	XP_012052619.1	vacuolar-sorting protein SNF7	CP003830.1	NC_026755.1	2.995525	0.0168228	1554	2.0072482	Neoformans
Supercontig_3.11	355986	356778	793	-	XP_012052619.1	vacuolar-sorting protein SNF7	CP003830.1	NC_026755.1	2.177935	0.1271462	1555	2.0072482	Neoformans
Supercontig_3.11	375465	376193	729	+	XP_012052627.1	glycine dehydrogenase	CP003830.1	NC_026755.1	7.115653	0.02188778	1555	2.0072482	Neoformans
Supercontig_3.11	376192	377746	1555	+	XP_012052627.1	glycine dehydrogenase	CP003830.1	NC_026755.1	4.986981	0.08585025	1554	2.0072482	Neoformans
Supercontig_3.11	422822	424376	1555	-	XP_012052388.1	hypothetical protein CNAG_01613	CP003830.1	NC_026755.1	2.007405	0.02121893	1554	2.0072482	Neoformans
Supercontig_3.11	477224	478531	1308	+	XP_012052653.1	hypothetical protein CNAG_01635	CP003830.1	NC_026755.1	2.393091	0.04986276	1554	2.0072482	Neoformans
Supercontig_3.11	478609	478778	170	-	XP_012052654.1	peptidyl-prolyl cis-trans isomerase-like 1	CP003830.1	NC_026755.1	2.393091	0.04986276	1554	2.0072482	Neoformans
Supercontig_3.11	478778	479360	583	-	XP_012052654.1	peptidyl-prolyl cis-trans isomerase-like 1	CP003830.1	NC_026755.1	2.189591	0.1171454	1554	2.0072482	Neoformans
Supercontig_3.11	479775	480332	558	+	XP_012052655.1	COPII-coated vesicle component Erv46	CP003830.1	NC_026755.1	2.189591	0.1171454	1554	2.0072482	Neoformans
Supercontig_3.11	516082	517636	1555	-	XP_012052666.1	hypothetical protein CNAG_01649	CP003830.1	NC_026755.1	3.031576	0.01760147	1554	2.0072482	Neoformans
Supercontig_3.11	542506	544060	1555	+	XP_012052407.1	hypothetical protein CNAG_01658	CP003830.1	NC_026755.1	2.364858	0.01423209	1554	2.0072482	Neoformans
Supercontig_3.11	548723	549666	944	+	XP_012052408.1	translation initiation factor eIF-2B subunit alpha	CP003830.1	NC_026755.1	2.305732	0.03762352	1554	2.0072482	Neoformans
Supercontig_3.11	549777	550277	501	-	XP_012052921.1	hypothetical protein CNAG_07595	CP003830.1	NC_026755.1	2.305732	0.03762352	1554	2.0072482	Neoformans
Supercontig_3.11	685505	685951	447	+	XP_012052701.1	hypothetical protein CNAG_01712	CP003830.1	NC_026755.1	2.18207	0.01590992	1554	2.0072482	Neoformans
Supercontig_3.11	686160	686681	522	-	XP_012052702.1	hypothetical protein CNAG_01713	CP003830.1	NC_026755.1	2.18207	0.01590992	1554	2.0072482	Neoformans
Supercontig_3.11	693277	694031	755	-	XP_012052704.1	ribosome biogenesis protein BMS1	CP003830.1	NC_026755.1	2.15005	0.008459387	1555	2.0072482	Neoformans
Supercontig_3.11	694262	694832	571	+	XP_012052705.1	hypothetical protein CNAG_01716	CP003830.1	NC_026755.1	2.15005	0.008459387	1555	2.0072482	Neoformans
Supercontig_3.11	701048	701492	445	+	XP_012052434.1	hypothetical protein CNAG_01718	CP003830.1	NC_026755.1	2.09007	0.01380307	1554	2.0072482	Neoformans
Supercontig_3.11	702153	702602	450	+	XP_012052435.1	hypothetical protein CNAG_01719	CP003830.1	NC_026755.1	2.09007	0.01380307	1554	2.0072482	Neoformans
Supercontig_3.11	739907	740350	444	-	XP_012052715.1	STE/STE7/MEK1 protein kinase	CP003830.1	NC_026755.1	5.442198	0.006659821	1554	2.0072482	Neoformans
Supercontig_3.11	757556	758560	1005	-	XP_012052722.1	hypothetical protein CNAG_01738	CP003830.1	NC_026755.1	2.590545	0.04257662	1555	2.0072482	Neoformans
Supercontig_3.11	758559	760113	1555	-	XP_012052722.1	hypothetical protein CNAG_01738	CP003830.1	NC_026755.1	3.687855	0.007372523	1554	2.0072482	Neoformans
Supercontig_3.11	763222	763560	339	+	XP_012052439.1	hypothetical protein CNAG_01739	CP003830.1	NC_026755.1	4.946333	0.01903328	1554	2.0072482	Neoformans
Supercontig_3.11	789646	790112	467	-	XP_012052733.1	hsp72-like protein	CP003830.1	NC_026755.1	2.150186	0.08590663	1555	2.0072482	Neoformans
Supercontig_3.11	805646	806023	378	+	XP_012052945.1	hypothetical protein CNAG_08007	CP003830.1	NC_026755.1	4.352882	0.01388778	1554	2.0072482	Neoformans
Supercontig_3.11	854928	856483	1556	-	XP_012052929.1	hypothetical protein CNAG_07605	CP003830.1	NC_026755.1	2.186632	0.02435551	1555	2.0072482	Neoformans
Supercontig_3.11	949788	951296	1509	-	XP_012052760.1	hypothetical protein CNAG_01795	CP003830.1	NC_026755.1	2.652427	0.1164404	1554	2.0072482	Neoformans
Supercontig_3.11	957514	958173	660	+	XP_012052947.1	hypothetical protein CNAG_08009	CP003830.1	NC_026755.1	2.905184	0.1252468	1554	2.0072482	Neoformans
Supercontig_3.11	958696	959068	373	+	XP_012052765.1	phosphatase activator	CP003830.1	NC_026755.1	2.905184	0.1252468	1554	2.0072482	Neoformans
Supercontig_3.11	960623	961192	570	-	XP_012052458.1	ubiquinol-cytochrome c reductase subunit 8	CP003830.1	NC_026755.1	2.230726	0.08341438	1555	2.0072482	Neoformans
Supercontig_3.11	961389	961750	362	+	XP_012052766.1	hypothetical protein CNAG_01800	CP003830.1	NC_026755.1	2.230726	0.08341438	1555	2.0072482	Neoformans
Supercontig_3.11	961958	962178	221	+	XP_012052459.1	hypothetical protein CNAG_01801	CP003830.1	NC_026755.1	2.230726	0.08341438	1555	2.0072482	Neoformans
Supercontig_3.11	996373	996872	500	-	XP_012052779.1	signal recognition particle receptor subunit alpha	CP003830.1	NC_026755.1	4.264489	0.04534265	1555	2.0072482	Neoformans
Supercontig_3.11	997282	997928	647	+	XP_012052780.1	ATP synthase mitochondrial F1 complex assembly factor 2	CP003830.1	NC_026755.1	4.264489	0.04534265	1555	2.0072482	Neoformans
Supercontig_3.11	997927	998359	433	+	XP_012052780.1	ATP synthase mitochondrial F1 complex assembly factor 2	CP003830.1	NC_026755.1	4.777981	0.01615786	1554	2.0072482	Neoformans
Supercontig_3.11	998397	999399	1003	-	XP_012052781.1	large subunit ribosomal protein L1	CP003830.1	NC_026755.1	4.777981	0.01615786	1554	2.0072482	Neoformans
Supercontig_3.11	1047666	1047809	144	-	XP_012052796.1	vacuolar protein sorting-associated protein VPS35	CP003830.1	NC_026755.1	3.543113	0.1962819	1555	2.0072482	Neoformans
Supercontig_3.11	1048699	1049221	523	-	XP_012052797.1	peptidyl-prolyl cis-trans isomerase NIMA-interacting 1	CP003830.1	NC_026755.1	3.543113	0.1962819	1555	2.0072482	Neoformans
Supercontig_3.11	1058546	1059369	824	-	XP_012052470.1	hypothetical protein CNAG_01842	CP003830.1	NC_026755.1	2.378657	0.009006673	1554	2.0072482	Neoformans
Supercontig_3.11	1059516	1060100	585	+	XP_012052799.1	elongation factor Ts, mitochondrial	CP003830.1	NC_026755.1	2.378657	0.009006673	1554	2.0072482	Neoformans
Supercontig_3.11	1061655	1063210	1556	-	XP_012052471.1	tetracycline efflux protein	CP003830.1	NC_026755.1	4.205285	0.03350252	1555	2.0072482	Neoformans
Supercontig_3.11	1063209	1063327	119	-	XP_012052471.1	tetracycline efflux protein	CP003830.1	NC_026755.1	2.663283	0.02877669	1554	2.0072482	Neoformans
Supercontig_3.11	1063921	1064763	843	-	XP_012052800.1	AGC/PKC protein kinase	CP003830.1	NC_026755.1	2.663283	0.02877669	1554	2.0072482	Neoformans
Supercontig_3.11	1080307	1081862	1556	-	XP_012052801.1	hypothetical protein CNAG_01848	CP003830.1	NC_026755.1	5.883527	0.01422584	1555	2.0072482	Neoformans
Supercontig_3.11	1091886	1092741	856	+	XP_012052476.1	hypothetical protein CNAG_01851	CP003830.1	NC_026755.1	9.996788	0.01349924	1554	2.0072482	Neoformans
Supercontig_3.11	1094296	1095020	725	-	XP_012052802.1	CCR4-NOT transcription complex subunit 2	CP003830.1	NC_026755.1	4.53578	0.01149913	1555	2.0072482	Neoformans
Supercontig_3.11	1095268	1095746	479	+	XP_012052803.1	splicing factor 3B subunit 5	CP003830.1	NC_026755.1	4.53578	0.01149913	1555	2.0072482	Neoformans
Supercontig_3.11	1100513	1101301	789	+	XP_012052804.1	hypothetical protein CNAG_01855	CP003830.1	NC_026755.1	5.357102	0.002043677	1554	2.0072482	Neoformans
Supercontig_3.11	1101738	1102067	330	+	XP_012052478.1	hypothetical protein CNAG_01856	CP003830.1	NC_026755.1	5.357102	0.002043677	1554	2.0072482	Neoformans
Supercontig_3.11	1109839	1111106	1268	-	XP_012052807.1	hypothetical protein CNAG_01859	CP003830.1	NC_026755.1	2.070845	0.01836782	1554	2.0072482	Neoformans
Supercontig_3.11	1119165	1119506	342	+	XP_012052933.1	hypothetical protein CNAG_07610	CP003830.1	NC_026755.1	3.462844	0.01492534	1554	2.0072482	Neoformans
Supercontig_3.11	1120095	1120719	625	+	XP_012052810.1	ATP-dependent helicase STH1/SNF2	CP003830.1	NC_026755.1	3.462844	0.01492534	1554	2.0072482	Neoformans
Supercontig_3.11	1189110	1190465	1356	+	XP_012052831.1	RAD57 protein	CP003830.1	NC_026755.1	2.298761	0.04515158	1554	2.0072482	Neoformans
Supercontig_3.11	1190592	1190664	73	-	XP_012052486.1	hypothetical protein CNAG_01892	CP003830.1	NC_026755.1	2.298761	0.04515158	1554	2.0072482	Neoformans
Supercontig_3.11	1190665	1191370	706	-	XP_012052486.1	hypothetical protein CNAG_01892	CP003830.1	NC_026755.1	6.281729	0.01260187	1555	2.0072482	Neoformans
Supercontig_3.11	1191850	1192220	371	+	XP_012052487.1	glutathione S-transferase Gst3	CP003830.1	NC_026755.1	6.281729	0.01260187	1555	2.0072482	Neoformans
Supercontig_3.11	1193773	1195327	1555	-	XP_012052488.1	aspartate-tRNA ligase	CP003830.1	NC_026755.1	2.385506	0.01024993	1554	2.0072482	Neoformans
Supercontig_3.11	1220197	1221751	1555	-	XP_012052492.1	hypothetical protein CNAG_01903	CP003830.1	NC_026755.1	2.141073	0.0234186	1554	2.0072482	Neoformans
Supercontig_3.11	1307620	1308513	894	+	XP_012052949.1	hypothetical protein CNAG_08011	CP003830.1	NC_026755.1	2.357902	0.03482841	1554	2.0072482	Neoformans
Supercontig_3.11	1388488	1389297	810	-	XP_012052517.1	hypothetical protein CNAG_07613	CP003830.1	NC_026755.1	2.092275	0.006683514	1555	2.0072482	Neoformans
Supercontig_3.11	1404859	1405163	305	-	XP_012052879.1	hypothetical protein CNAG_01971	CP003830.1	NC_026755.1	2.73688	0.07059041	1554	2.0072482	Neoformans
Supercontig_3.11	1451439	1451793	355	+	XP_012052889.1	hypothetical protein CNAG_01985	CP003830.1	NC_026755.1	2.149667	0.069187	1554	2.0072482	Neoformans
Supercontig_3.11	1458011	1459566	1556	+	XP_012052891.1	carbohydrate binding protein	CP003830.1	NC_026755.1	2.349118	0.05016466	1555	2.0072482	Neoformans
Supercontig_3.11	1461119	1462673	1555	-	XP_012052525.1	bacteriophytochrome histidine kinase	CP003830.1	NC_026755.1	5.023772	0.007123045	1554	2.0072482	Neoformans
Supercontig_3.11	1461119	1462673	1555	-	XP_012052892.1	bacteriophytochrome histidine kinase, variant	CP003830.1	NC_026755.1	5.023772	0.007123045	1554	2.0072482	Neoformans
Supercontig_3.11	1482880	1484434	1555	-	XP_012052528.1	hypothetical protein CNAG_01994	CP003830.1	NC_026755.1	3.892136	0.1009368	1554	2.0072482	Neoformans
Supercontig_3.11	1492206	1493368	1163	+	XP_012052898.1	prephenate dehydrogenase (NADP)	CP003830.1	NC_026755.1	2.112841	0.0456	1554	2.0072482	Neoformans
Supercontig_3.11	1493557	1493760	204	-	XP_012052950.1	V-type proton ATPase proteolipid subunit	CP003830.1	NC_026755.1	2.112841	0.0456	1554	2.0072482	Neoformans
Supercontig_3.11	1493760	1494471	712	-	XP_012052950.1	V-type proton ATPase proteolipid subunit	CP003830.1	NC_026755.1	2.272158	0.06274703	1554	2.0072482	Neoformans
Supercontig_3.11	1495221	1495314	94	+	XP_012052530.1	hypothetical protein CNAG_01999	CP003830.1	NC_026755.1	2.272158	0.06274703	1554	2.0072482	Neoformans
Supercontig_3.11	1498310	1498423	114	-	XP_012052532.1	inositol-polyphosphate 5-phosphatase	CP003830.1	NC_026755.1	5.254374	0.008833409	1554	2.0072482	Neoformans
Supercontig_3.11	1501532	1503086	1555	-	XP_012052532.1	inositol-polyphosphate 5-phosphatase	CP003830.1	NC_026755.1	2.312327	0.04260241	1554	2.0072482	Neoformans
Supercontig_3.11	1513967	1515331	1365	+	XP_012052901.1	protein N-terminal amidase	CP003830.1	NC_026755.1	3.140609	0.01103189	1555	2.0072482	Neoformans
Supercontig_3.11	1517076	1517116	41	-	XP_012052902.1	adenylate kinase 1	CP003830.1	NC_026755.1	2.385731	0.008415034	1555	2.0072482	Neoformans
Supercontig_3.11	1520184	1521738	1555	+	XP_012052534.1	extensin	CP003830.1	NC_026755.1	6.696326	0.02274069	1554	2.0072482	Neoformans
Supercontig_3.11	1521739	1521947	209	+	XP_012052534.1	extensin	CP003830.1	NC_026755.1	3.952814	0.04174647	1555	2.0072482	Neoformans
Supercontig_3.11	1522384	1523294	911	-	XP_012052904.1	tartrate transporter, variant	CP003830.1	NC_026755.1	3.952814	0.04174647	1555	2.0072482	Neoformans
Supercontig_3.11	1526402	1526531	130	+	XP_012052905.1	PQQ enzyme repeat protein	CP003830.1	NC_026755.1	5.216449	0.06149954	1555	2.0072482	Neoformans
Supercontig_3.11	1545054	1546004	951	+	XP_012052910.1	hypothetical protein CNAG_02018	CP003830.1	NC_026755.1	8.833984	0.0003734245	1555	2.0072482	Neoformans
Supercontig_3.11	1549079	1549716	638	+	XP_012052911.1	hypothetical protein CNAG_06955	CP003830.1	NC_026755.1	2.346755	0.0008602569	1554	2.0072482	Neoformans
Supercontig_3.11	1549717	1550124	408	+	XP_012052911.1	hypothetical protein CNAG_06955	CP003830.1	NC_026755.1	4.19141	0.003576501	1555	2.0072482	Neoformans
Supercontig_3.11	1552328	1552825	498	+	XP_012052912.1	hypothetical protein CNAG_06956	CP003830.1	NC_026755.1	6.670114	0.001310997	1554	2.0072482	Neoformans
Supercontig_3.11	1554380	1554949	570	+	XP_012052913.1	hypothetical protein CNAG_06957	CP003830.1	NC_026755.1	9.620575	0.000597967	1555	2.0072482	Neoformans
Supercontig_3.11	1556056	1557488	1433	+	XP_012052914.1	hypothetical protein CNAG_06958	CP003830.1	NC_026755.1	2.944581	55.3496	1554	2.0072482	Neoformans
Supercontig_3.12	5039	5354	316	-	XP_012053235.1	hypothetical protein CNAG_06938	CP003831.1	NC_026756.1	5.091847	0.008682557	772	2.2525072	Neoformans
Supercontig_3.12	8130	8188	59	-	XP_012052952.1	hypothetical protein CNAG_07026	CP003831.1	NC_026756.1	7.057956	0.0005983836	773	2.2525072	Neoformans
Supercontig_3.12	9950	10236	287	+	XP_012053244.1	hypothetical protein CNAG_07894	CP003831.1	NC_026756.1	3.181582	0.001771754	772	2.2525072	Neoformans
Supercontig_3.12	12447	12766	320	-	XP_012053069.1	hypothetical protein CNAG_05986	CP003831.1	NC_026756.1	3.367886	0.002481589	773	2.2525072	Neoformans
Supercontig_3.12	17401	18173	773	+	XP_012052953.1	hypothetical protein CNAG_05989	CP003831.1	NC_026756.1	2.873862	0.001382119	772	2.2525072	Neoformans
Supercontig_3.12	21264	22036	773	-	XP_012052954.1	hypothetical protein CNAG_05990	CP003831.1	NC_026756.1	2.483191	0.05867705	772	2.2525072	Neoformans
Supercontig_3.12	37490	37961	472	-	XP_012053259.1	hypothetical protein CNAG_08014	CP003831.1	NC_026756.1	2.305421	0.02275489	773	2.2525072	Neoformans
Supercontig_3.12	47534	48307	774	+	XP_012052961.1	glycoprotein	CP003831.1	NC_026756.1	2.276412	0.04058161	773	2.2525072	Neoformans
Supercontig_3.12	65715	66077	363	+	XP_012052965.1	cyclohydrolase	CP003831.1	NC_026756.1	3.126362	0.05292855	773	2.2525072	Neoformans
Supercontig_3.12	71565	72258	694	-	XP_012053082.1	aldehyde dehydrogenase (NAD), variant	CP003831.1	NC_026756.1	3.344555	0.0405819	773	2.2525072	Neoformans
Supercontig_3.12	72257	73029	773	-	XP_012053082.1	aldehyde dehydrogenase (NAD), variant	CP003831.1	NC_026756.1	3.783894	0.03156162	772	2.2525072	Neoformans
Supercontig_3.12	100844	101616	773	-	XP_012052972.1	hypothetical protein CNAG_06020	CP003831.1	NC_026756.1	2.456101	0.04668489	772	2.2525072	Neoformans
Supercontig_3.12	112434	113101	668	+	XP_012053092.1	aspartate aminotransferase	CP003831.1	NC_026756.1	3.5852	0.05255499	773	2.2525072	Neoformans
Supercontig_3.12	170774	171153	380	-	XP_012052979.1	hypothetical protein CNAG_06048	CP003831.1	NC_026756.1	3.019478	0.1030879	773	2.2525072	Neoformans
Supercontig_3.12	171153	171903	751	-	XP_012052979.1	hypothetical protein CNAG_06048	CP003831.1	NC_026756.1	2.422732	0.003638762	773	2.2525072	Neoformans
Supercontig_3.12	189769	190469	701	-	XP_012052982.1	hypothetical protein CNAG_06056	CP003831.1	NC_026756.1	2.488302	0.0631074	773	2.2525072	Neoformans
Supercontig_3.12	192013	192785	773	+	XP_012052983.1	hypothetical protein CNAG_07898	CP003831.1	NC_026756.1	2.685893	0.03347912	772	2.2525072	Neoformans
Supercontig_3.12	195104	195877	774	-	XP_012053104.1	protein DGCR14	CP003831.1	NC_026756.1	4.699662	0.03038004	773	2.2525072	Neoformans
Supercontig_3.12	195877	196624	748	-	XP_012053104.1	protein DGCR14	CP003831.1	NC_026756.1	5.010468	0.07609206	773	2.2525072	Neoformans
Supercontig_3.12	198967	199740	774	-	XP_012052984.1	hypothetical protein CNAG_06060	CP003831.1	NC_026756.1	3.657121	0.007505876	773	2.2525072	Neoformans
Supercontig_3.12	199740	200513	774	-	XP_012052984.1	hypothetical protein CNAG_06060	CP003831.1	NC_026756.1	4.784085	0.01177279	773	2.2525072	Neoformans
Supercontig_3.12	204375	204732	358	+	XP_012053106.1	translation initiation factor 3 subunit E	CP003831.1	NC_026756.1	6.112736	0.01421988	772	2.2525072	Neoformans
Supercontig_3.12	204780	205147	368	-	XP_012053107.1	hypothetical protein CNAG_06062	CP003831.1	NC_026756.1	6.112736	0.01421988	772	2.2525072	Neoformans
Supercontig_3.12	206149	206694	546	-	XP_012053108.1	cytochrome c oxidase assembly protein subunit 15	CP003831.1	NC_026756.1	3.544751	0.01071561	773	2.2525072	Neoformans
Supercontig_3.12	208238	208820	583	-	XP_012052985.1	hypothetical protein CNAG_06064	CP003831.1	NC_026756.1	3.612314	0.005804673	772	2.2525072	Neoformans
Supercontig_3.12	209008	209010	3	+	XP_012053109.1	inositol polyphosphate-5-phosphatase F	CP003831.1	NC_026756.1	3.612314	0.005804673	772	2.2525072	Neoformans
Supercontig_3.12	209011	209784	774	+	XP_012053109.1	inositol polyphosphate-5-phosphatase F	CP003831.1	NC_026756.1	3.927485	0.03478423	773	2.2525072	Neoformans
Supercontig_3.12	209008	209010	3	+	XP_012053110.1	inositol polyphosphate-5-phosphatase F, variant	CP003831.1	NC_026756.1	3.612314	0.005804673	772	2.2525072	Neoformans
Supercontig_3.12	209011	209784	774	+	XP_012053110.1	inositol polyphosphate-5-phosphatase F, variant	CP003831.1	NC_026756.1	3.927485	0.03478423	773	2.2525072	Neoformans
Supercontig_3.12	261549	262321	773	+	XP_012052996.1	phospholipase B	CP003831.1	NC_026756.1	2.294547	0.02264296	772	2.2525072	Neoformans
Supercontig_3.12	262322	262968	647	+	XP_012052996.1	phospholipase B	CP003831.1	NC_026756.1	2.637168	0.03316743	773	2.2525072	Neoformans
Supercontig_3.12	302498	303271	774	-	XP_012053128.1	glucosamine-6-phosphate deaminase	CP003831.1	NC_026756.1	3.488576	0.07575231	773	2.2525072	Neoformans
Supercontig_3.12	303271	303329	59	-	XP_012053128.1	glucosamine-6-phosphate deaminase	CP003831.1	NC_026756.1	5.040396	0.01042959	773	2.2525072	Neoformans
Supercontig_3.12	399848	400621	774	-	XP_012053017.1	hypothetical protein CNAG_06136	CP003831.1	NC_026756.1	2.920916	0.03244397	773	2.2525072	Neoformans
